opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data
0% bez Pcc, 3 pokojowe, Nowe, Złocień;: Bieżanów-Prokocim;3 pokoje;326 227,50 zł;48,33 m²;6 750 zł/m²;https://www.otodom.pl/oferta/0-bez-pcc-3-pokojowe-nowe-zlocien-ID42WkB.html#933623158a;2019-10-08 15:01:53.301504
0% prowizji, bez Pcc, nowe, dwupokojowe, Złocień;: Bieżanów-Prokocim;2 pokoje;230 310 zł;34,12 m²;6 750 zł/m²;https://www.otodom.pl/oferta/0-prowizji-bez-pcc-nowe-dwupokojowe-zlocien-ID42WkA.html#933623158a;2019-10-08 15:01:53.302492
Na sprzedaż 2 pok 47m2 Prądnik Biały/Podkowińskieg;: Prądnik Biały;2 pokoje;390 000 zł;47 m²;8 298 zł/m²;https://www.otodom.pl/oferta/na-sprzedaz-2-pok-47m2-pradnik-bialy-podkowinskieg-ID42Wkz.html#933623158a;2019-10-08 15:01:53.302492
Salwator sprzedam 60m2 ul. Ujejskiego + udziały;: Zwierzyniec, Półwsie Zwierzynieckie;2 pokoje;630 000 zł;60 m²;10 500 zł/m²;https://www.otodom.pl/oferta/salwator-sprzedam-60m2-ul-ujejskiego-udzialy-ID42Wjh.html#933623158a;2019-10-08 15:01:53.302492
Dwupokojowe w Pianissimo z widokiem na Wisłę;: Grzegórzki;2 pokoje;650 000 zł;40 m²;16 250 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-w-pianissimo-z-widokiem-na-wisle-ID42Wj1.html#933623158a;2019-10-08 15:01:53.302492
ul. Litewska- 31,5 m2- po generalnym remoncie;: Krowodrza, Łobzów;1 pokój;370 000 zł;31,50 m²;11 746 zł/m²;https://www.otodom.pl/oferta/ul-litewska-31-5-m2-po-generalnym-remoncie-ID42WiM.html#933623158a;2019-10-08 15:01:53.302492
Brodowicza / os. Oficerskie;: małopolskie;2 pokoje;770 000 zł;93 m²;8 280 zł/m²;https://www.otodom.pl/oferta/brodowicza-os-oficerskie-ID42Wiv.html#933623158a;2019-10-08 15:01:53.302492
Jasne 1 pokojowe mieszkanie;: Podgórze Duchackie, Kurdwanów;1 pokój;239 000 zł;28,70 m²;8 328 zł/m²;https://www.otodom.pl/oferta/jasne-1-pokojowe-mieszkanie-ID42Wio.html#933623158a;2019-10-08 15:01:53.302492
RUCZAJ Piltza 2 pokoje osobna kuchnia GOTOWE;: Dębniki, Ruczaj;2 pokoje;405 000 zł;49,48 m²;8 185 zł/m²;https://www.otodom.pl/oferta/ruczaj-piltza-2-pokoje-osobna-kuchnia-gotowe-ID42PqV.html#933623158a;2019-10-08 15:01:53.302492
[ENG] Kraków – Kazimierz – ul. Św. Wawrzyńca - 56;: Stare Miasto, Kazimierz;2 pokoje;699 000 zł;56 m²;12 482 zł/m²;https://www.otodom.pl/oferta/eng-krakow-kazimierz-ul-sw-wawrzynca-56-ID42Who.html#933623158a;2019-10-08 15:01:53.302492
Dla wymagających więcej - mieszkanie na poddaszu.;: Bronowice;3 pokoje;461 062 zł;102,10 m²;4 516 zł/m²;https://www.otodom.pl/oferta/dla-wymagajacych-wiecej-mieszkanie-na-poddaszu-ID42Wh6.html#933623158a;2019-10-08 15:01:53.302492
2-pokojowe z jasną kuchnią;: Prądnik Biały, Azory;2 pokoje;395 000 zł;47 m²;8 404 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-z-jasna-kuchnia-ID42Wf0.html#933623158a;2019-10-08 15:01:53.303495
GŁOWACKIEGO Bronowice 2 pokoje balkon bez PCC 2%;: Bronowice;2 pokoje;349 000 zł;33,43 m²;10 440 zł/m²;https://www.otodom.pl/oferta/glowackiego-bronowice-2-pokoje-balkon-bez-pcc-2-ID42LUn.html#933623158a;2019-10-08 15:01:53.303495
Kawalerka - Bronowice!;: Bronowice;1 pokój;229 000 zł;25 m²;9 160 zł/m²;https://www.otodom.pl/oferta/kawalerka-bronowice-ID42Wef.html#933623158a;2019-10-08 15:01:53.303495
3 pokoje - Wielicka!;: Podgórze, Płaszów;3 pokoje;456 000 zł;61 m²;7 475 zł/m²;https://www.otodom.pl/oferta/3-pokoje-wielicka-ID42We3.html#933623158a;2019-10-08 15:01:53.303495
Stara Huta 53M2 3-Pokoje,Bardzo Ustawne, 1 Piętro.;: Nowa Huta;3 pokoje;370 000 zł;52,63 m²;7 030 zł/m²;https://www.otodom.pl/oferta/stara-huta-53m2-3-pokoje-bardzo-ustawne-1-pietro-ID42WdV.html#933623158a;2019-10-08 15:01:53.303495
2 pokojowe mieszkanie w świetnej lokalizacji !;: małopolskie;2 pokoje;352 000 zł;39 m²;9 026 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-swietnej-lokalizacji-ID42Wdy.html#933623158a;2019-10-08 15:01:53.303495
Mieszkanie 3 - pok. 61 m2, Kużnicy Kołłątajowskiej;: Krowodrza, Krowodrza Górka;3 pokoje;468 000 zł;61,30 m²;7 635 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3-pok-61-m2-kuznicy-kollatajowskiej-ID42WcA.html#933623158a;2019-10-08 15:01:53.303495
Kawalerka bezpośrednio od dewelopera;: Prądnik Biały;1 pokój;255 900 zł;24,90 m²;10 277 zł/m²;https://www.otodom.pl/oferta/kawalerka-bezposrednio-od-dewelopera-ID42WcU.html#933623158a;2019-10-08 15:01:53.303495
Nowoczesne osiedle, funkcjonalne mieszkania;: Krowodrza;3 pokoje;375 353 zł;50,53 m²;7 428 zł/m²;https://www.otodom.pl/oferta/nowoczesne-osiedle-funkcjonalne-mieszkania-ID42WcG.html#933623158a;2019-10-08 15:01:53.303495
2 pok (salon 23m2), osobna kuchnia. Zieleń.;: Nowa Huta;2 pokoje;315 000 zł;46,99 m²;6 704 zł/m²;https://www.otodom.pl/oferta/2-pok-salon-23m2-osobna-kuchnia-zielen-ID42W65.html#933623158a;2019-10-08 15:01:53.303495
Apartamenty Poznańska Residence;: Krowodrza;3 pokoje;540 511 zł;57,94 m²;9 329 zł/m²;https://www.otodom.pl/oferta/apartamenty-poznanska-residence-ID42Wcy.html#933623158a;2019-10-08 15:01:53.304497
Mieszkanie 3pok. z balkonem-oddane do uzytkowania;: małopolskie;3 pokoje;310 000 zł;52 m²;5 962 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3pok-z-balkonem-oddane-do-uzytkowania-ID42TKg.html#933623158a;2019-10-08 15:01:53.304497
Dwupokojowe mieszkanie, osiedle Oświecenia;: Mistrzejowice;2 pokoje;335 000 zł;37 m²;9 054 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-osiedle-oswiecenia-ID41uld.html#75002d48cd;2019-10-08 15:01:54.247635
Kawalerka w Hucie do remontu,świetna inwestycja;: Nowa Huta;1 pokój;200 000 zł;25 m²;8 000 zł/m²;https://www.otodom.pl/oferta/kawalerka-w-hucie-do-remontu-swietna-inwestycja-ID42HSe.html#75002d48cd;2019-10-08 15:01:54.247635
4-Pokojowe Z Oddzielną Kuchnią I Balkonem;: Mistrzejowice;4 pokoje;425 000 zł;56 m²;7 589 zł/m²;https://www.otodom.pl/oferta/4-pokojowe-z-oddzielna-kuchnia-i-balkonem-ID42M3k.html#75002d48cd;2019-10-08 15:01:54.247635
Słoneczne, 1-Pokojowe, Do Wejścia;: Nowa Huta;1 pokój;199 000 zł;24,50 m²;8 122 zł/m²;https://www.otodom.pl/oferta/sloneczne-1-pokojowe-do-wejscia-ID42WhR.html#75002d48cd;2019-10-08 15:01:54.247635
3pokoje/56m2/Bieżanów-Prokocim/Małkowskiego;: Bieżanów-Prokocim;3 pokoje;433 000 zł;56,20 m²;7 705 zł/m²;https://www.otodom.pl/oferta/3pokoje-56m2-biezanow-prokocim-malkowskiego-ID42MOQ.html#75002d48cd;2019-10-08 15:01:54.247635
Ostatnie piętro 2 nowe mieszkania al. 29 Listopada;: Stare Miasto;2 pokoje;432 285 zł;37,59 m²;11 500 zł/m²;https://www.otodom.pl/oferta/ostatnie-pietro-2-nowe-mieszkania-al-29-listopada-ID42LX6.html#75002d48cd;2019-10-08 15:01:54.247635
Bezpośrednio Kraków ul.Bobrzyńskiego 68 m , 3 pok;: Dębniki, Ruczaj;3 pokoje;510 000 zł;68 m²;7 500 zł/m²;https://www.otodom.pl/oferta/bezposrednio-krakow-ul-bobrzynskiego-68-m-3-pok-ID42JRA.html#75002d48cd;2019-10-08 15:01:54.247635
Okazja 4 pok 80m2 Wola Duchacka wschód;: Podgórze Duchackie, Wola Duchacka;4 pokoje;479 000 zł;79,60 m²;6 018 zł/m²;https://www.otodom.pl/oferta/okazja-4-pok-80m2-wola-duchacka-wschod-ID42Wc9.html#75002d48cd;2019-10-08 15:01:54.247635
Znakomita lokalizacja, Łokietka-Krowodrza;: małopolskie;2 pokoje;350 000 zł;38 m²;9 211 zł/m²;https://www.otodom.pl/oferta/znakomita-lokalizacja-lokietka-krowodrza-ID42Wc7.html#75002d48cd;2019-10-08 15:01:54.247635
Mieszkanie, 32 m², Kraków;: Stare Miasto;1 pokój;378 000 zł;32 m²;11 813 zł/m²;https://www.otodom.pl/oferta/mieszkanie-32-m-krakow-ID42UKp.html#75002d48cd;2019-10-08 15:01:54.247635
2-pokojowe w świetnej lokalizacji;: Podgórze, Płaszów;2 pokoje;335 000 zł;36,27 m²;9 236 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-w-swietnej-lokalizacji-ID42WaF.html#75002d48cd;2019-10-08 15:01:54.247635
2 poziomowy apartament w centrum miasta;: Śródmieście;3 pokoje;730 000 zł;68 m²;10 735 zł/m²;https://www.otodom.pl/oferta/2-poziomowy-apartament-w-centrum-miasta-ID42Wai.html#75002d48cd;2019-10-08 15:01:54.247635
4 pokojowe blisko centrum;: Prądnik Czerwony, Wieczysta;3 pokoje;650 000 zł;69 m²;9 420 zł/m²;https://www.otodom.pl/oferta/4-pokojowe-blisko-centrum-ID42Wae.html#75002d48cd;2019-10-08 15:01:54.247635
Piekne, przy Centrum,k.Rydla. Po remoncie;: małopolskie;2 pokoje;275 000 zł;27,20 m²;10 110 zł/m²;https://www.otodom.pl/oferta/piekne-przy-centrum-k-rydla-po-remoncie-ID42PbS.html#75002d48cd;2019-10-08 15:01:54.247635
3 pokoje, ul. Barska, Rynek Dębnicki- obok Wawel;: Podgórze, Stare Podgórze;2 pokoje;469 000 zł;52 m²;9 019 zł/m²;https://www.otodom.pl/oferta/3-pokoje-ul-barska-rynek-debnicki-obok-wawel-ID42W9u.html#75002d48cd;2019-10-08 15:01:54.247635
Os.Na Stoku/ W Wysokim Standardzie Z Tarasem;: Nowa Huta;3 pokoje;540 000 zł;68 m²;7 941 zł/m²;https://www.otodom.pl/oferta/os-na-stoku-w-wysokim-standardzie-z-tarasem-ID42RmG.html#75002d48cd;2019-10-08 15:01:54.247635
Śliczne/ 2poziomowe /Prądnik Czerw. /Nuszkiewicza;: Prądnik Czerwony;3 pokoje;485 000 zł;59 m²;8 220 zł/m²;https://www.otodom.pl/oferta/sliczne-2poziomowe-pradnik-czerw-nuszkiewicza-ID42SK9.html#75002d48cd;2019-10-08 15:01:54.247635
Kawalerka bezpośrednio od dewelopera;: Prądnik Biały;1 pokój;255 000 zł;26 m²;9 808 zł/m²;https://www.otodom.pl/oferta/kawalerka-bezposrednio-od-dewelopera-ID42W7T.html#75002d48cd;2019-10-08 15:01:54.247635
Okazja - 86 m2 -5 pokoi - 5200/m2;: Podgórze Duchackie, Kurdwanów;5 pokoi;455 000 zł;86 m²;5 291 zł/m²;https://www.otodom.pl/oferta/okazja-86-m2-5-pokoi-5200-m2-ID42W7B.html#75002d48cd;2019-10-08 15:01:54.247635
Piękne po generalnym remoncie z wyposażeniem Huta;: Bieńczyce;2 pokoje;329 000 zł;36,60 m²;8 989 zł/m²;https://www.otodom.pl/oferta/piekne-po-generalnym-remoncie-z-wyposazeniem-huta-ID42ULy.html#75002d48cd;2019-10-08 15:01:54.247635
Podgórze/ Mieszkanie 2 pokoje + kuchnia/ Kamienica;: Podgórze;2 pokoje;419 000 zł;56 m²;7 482 zł/m²;https://www.otodom.pl/oferta/podgorze-mieszkanie-2-pokoje-kuchnia-kamienica-ID42W7h.html#75002d48cd;2019-10-08 15:01:54.247635
Apartament 3 pokojowy przy ul. Królowej Jadwigi.;: Zwierzyniec, Wola Justowska;3 pokoje;1 100 000 zł;84,27 m²;13 053 zł/m²;https://www.otodom.pl/oferta/apartament-3-pokojowy-przy-ul-krolowej-jadwigi-ID42W78.html#75002d48cd;2019-10-08 15:01:54.247635
PROMOCJA ! niższa cena+ garaż w cenie, 0% prowizji;: Prądnik Biały;3 pokoje;472 931 zł;50 m²;9 459 zł/m²;https://www.otodom.pl/oferta/promocja-nizsza-cena-garaz-w-cenie-0-prowizji-ID42W6y.html#75002d48cd;2019-10-08 15:01:54.247635
Mieszkanie bezpośrednio od dewelopera;: Prądnik Biały;3 pokoje;391 120 zł;50,50 m²;7 745 zł/m²;https://www.otodom.pl/oferta/mieszkanie-bezposrednio-od-dewelopera-ID42W6n.html#75002d48cd;2019-10-08 15:01:54.247635
Trzy oddzielne pokoje ul. Mazowiecka.;: Krowodrza, Łobzów;3 pokoje;415 000 zł;47,41 m²;8 753 zł/m²;https://www.otodom.pl/oferta/trzy-oddzielne-pokoje-ul-mazowiecka-ID42UGe.html#75002d48cd;2019-10-08 15:01:54.247635
Kazimierz | Bożego Ciała | 4 Pok | Eng | Ukr;: Stare Miasto, Kazimierz;4 pokoje;2 300 000 zł;158 m²;14 557 zł/m²;https://www.otodom.pl/oferta/kazimierz-bozego-ciala-4-pok-eng-ukr-ID42W3G.html#75002d48cd;2019-10-08 15:01:54.247635
KUŹNICA, 55 m2 z 2003 r.;: Prądnik Czerwony;2 pokoje;390 000 zł;54 m²;7 222 zł/m²;https://www.otodom.pl/oferta/kuznica-55-m2-z-2003-r-ID42W1x.html#75002d48cd;2019-10-08 15:01:54.247635
komfortowe, urządzone mieszkanie, wysoki standard;: Podgórze;2 pokoje;418 000 zł;43,50 m²;9 609 zł/m²;https://www.otodom.pl/oferta/komfortowe-urzadzone-mieszkanie-wysoki-standard-ID42KtS.html#75002d48cd;2019-10-08 15:01:54.247635
3 Pokoje, Os. Mozarta, Balkon, Super Oferta;: Prądnik Biały;3 pokoje;520 000 zł;58 m²;8 966 zł/m²;https://www.otodom.pl/oferta/3-pokoje-os-mozarta-balkon-super-oferta-ID42W1a.html#75002d48cd;2019-10-08 15:01:54.247635
Kraków Kurdwanów mieszkanie sprzedam;: Podgórze Duchackie;3 pokoje;599 999 zł;72 m²;8 333 zł/m²;https://www.otodom.pl/oferta/krakow-kurdwanow-mieszkanie-sprzedam-ID42LEy.html#75002d48cd;2019-10-08 15:01:54.247635
Kurdwanów 2 pokojowe 339 000 zł;: Podgórze Duchackie;2 pokoje;339 000 zł;37 m²;9 162 zł/m²;https://www.otodom.pl/oferta/kurdwanow-2-pokojowe-339-000-zl-ID42UYJ.html#75002d48cd;2019-10-08 15:01:54.247635
Dwupokojowe mieszkanie, osiedle Oświecenia;: Mistrzejowice;2 pokoje;335 000 zł;37 m²;9 054 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-osiedle-oswiecenia-ID41uld.html#64ee1b13bb;2019-10-08 15:01:55.277939
2 pok / 48 M 2 / balkon /Kliny/ul. Borkowska/2008;: Dębniki, Ruczaj;2 pokoje;329 000 zł;48,20 m²;6 826 zł/m²;https://www.otodom.pl/oferta/2-pok-48-m-2-balkon-kliny-ul-borkowska-2008-ID42PCX.html#64ee1b13bb;2019-10-08 15:01:55.277939
Widok na zalew i duży ogród na kameralnym osiedlu;: Podgórze;3 pokoje;649 000 zł;53 m²;12 245 zł/m²;https://www.otodom.pl/oferta/widok-na-zalew-i-duzy-ogrod-na-kameralnym-osiedlu-ID42TUX.html#64ee1b13bb;2019-10-08 15:01:55.278942
Bezpośrednio,80m2 w kamienicy koło Nowego Kleparza;: Krowodrza;2 pokoje;730 000 zł;80 m²;9 125 zł/m²;https://www.otodom.pl/oferta/bezposrednio-80m2-w-kamienicy-kolo-nowego-kleparza-ID42PIM.html#64ee1b13bb;2019-10-08 15:01:55.278942
Mieszkanie 3 pokoje;: Podgórze;3 pokoje;448 000 zł;47 m²;9 532 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3-pokoje-ID42WGC.html#64ee1b13bb;2019-10-08 15:01:55.278942
Dla Wymagających - Elegancki Apartament Ruczaj;: Dębniki;3 pokoje;655 000 zł;79,21 m²;8 269 zł/m²;https://www.otodom.pl/oferta/dla-wymagajacych-elegancki-apartament-ruczaj-ID42INp.html#64ee1b13bb;2019-10-08 15:01:55.278942
Nowe mieszkanie, 2 pok, Dobrego Pasterza !;: Prądnik Czerwony;2 pokoje;399 000 zł;36 m²;11 083 zł/m²;https://www.otodom.pl/oferta/nowe-mieszkanie-2-pok-dobrego-pasterza-ID42Mxl.html#64ee1b13bb;2019-10-08 15:01:55.278942
2-pokojowe z miejscem postojowym;: Prądnik Biały;2 pokoje;359 000 zł;42 m²;8 548 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-z-miejscem-postojowym-ID42UYD.html#64ee1b13bb;2019-10-08 15:01:55.278942
Mieszkanie idealne pod inwestycje;: Prądnik Biały, Górka Narodowa;2 pokoje;240 000 zł;39,50 m²;6 076 zł/m²;https://www.otodom.pl/oferta/mieszkanie-idealne-pod-inwestycje-ID42KnG.html#64ee1b13bb;2019-10-08 15:01:55.278942
Mieszkanie, 133,30 m², Kraków;: Stare Miasto;5 pokoi;1 290 000 zł;133,30 m²;9 677 zł/m²;https://www.otodom.pl/oferta/mieszkanie-133-30-m-krakow-ID42UXO.html#64ee1b13bb;2019-10-08 15:01:55.278942
dwupokojowe mieszkanie z dużym balkonem;: Grzegórzki;2 pokoje;447 648 zł;46,63 m²;9 600 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-z-duzym-balkonem-ID42UXs.html#64ee1b13bb;2019-10-08 15:01:55.278942
trzypokojowe mieszkanie z dużym balkonem;: Grzegórzki;3 pokoje;543 685 zł;56,05 m²;9 700 zł/m²;https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-z-duzym-balkonem-ID42UXm.html#64ee1b13bb;2019-10-08 15:01:55.279945
4 pokoje z dużym potencjałem w Bronowicach;: Bronowice;4 pokoje;565 000 zł;56,50 m²;10 000 zł/m²;https://www.otodom.pl/oferta/4-pokoje-z-duzym-potencjalem-w-bronowicach-ID42UX1.html#64ee1b13bb;2019-10-08 15:01:55.279945
Luksusowe mieszkanie na prestiżowym osiedlu;: małopolskie;3 pokoje;890 000 zł;71,10 m²;12 518 zł/m²;https://www.otodom.pl/oferta/luksusowe-mieszkanie-na-prestizowym-osiedlu-ID42UVX.html#64ee1b13bb;2019-10-08 15:01:55.279945
Mieszkanie 44 mkw z balkonem/ przy Parku Decjusza;: Zwierzyniec, Wola Justowska;1 pokój;395 000 zł;44 m²;8 977 zł/m²;https://www.otodom.pl/oferta/mieszkanie-44-mkw-z-balkonem-przy-parku-decjusza-ID42UVB.html#64ee1b13bb;2019-10-08 15:01:55.279945
OKAZJA! 2 pokoje z balkonem CZYŻYNY inwestycyjnie;: Nowa Huta, Czyżyny;2 pokoje;275 000 zł;34,91 m²;7 877 zł/m²;https://www.otodom.pl/oferta/okazja-2-pokoje-z-balkonem-czyzyny-inwestycyjnie-ID42UVl.html#64ee1b13bb;2019-10-08 15:01:55.279945
2- pokojowe mieszkanie w centrum Starego Podgórza!;: Podgórze;2 pokoje;517 500 zł;45 m²;11 500 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-centrum-starego-podgorza-ID42UV3.html#64ee1b13bb;2019-10-08 15:01:55.279945
Mieszkanie, 66 m², Kraków;: Grzegórzki;3 pokoje;620 000 zł;66 m²;9 394 zł/m²;https://www.otodom.pl/oferta/mieszkanie-66-m-krakow-ID42UV0.html#64ee1b13bb;2019-10-08 15:01:55.279945
Przytulne, słoneczne mieszkanie /ul. Wielicka/ ENG;: Podgórze;2 pokoje;335 000 zł;36,27 m²;9 236 zł/m²;https://www.otodom.pl/oferta/przytulne-sloneczne-mieszkanie-ul-wielicka-eng-ID42UWf.html#64ee1b13bb;2019-10-08 15:01:55.279945
3 pokoje (salon + 2 sypialnie) 2 łazienki Taras;: Grzegórzki;3 pokoje;1 050 000 zł;68 m²;15 441 zł/m²;https://www.otodom.pl/oferta/3-pokoje-salon-2-sypialnie-2-lazienki-taras-ID42UW3.html#64ee1b13bb;2019-10-08 15:01:55.279945
NOWE Mieszkanie z ogródkiem Wiślanie Tarasy 2.0.;: Grzegórzki;1 pokój;420 000 zł;36 m²;11 667 zł/m²;https://www.otodom.pl/oferta/nowe-mieszkanie-z-ogrodkiem-wislanie-tarasy-2-0-ID42UTI.html#64ee1b13bb;2019-10-08 15:01:55.279945
mieszkanie 85m, 5pok + kuchnia + balkon, Bonarka;: Podgórze, Stare Podgórze;5 pokoi;620 000 zł;85 m²;7 294 zł/m²;https://www.otodom.pl/oferta/mieszkanie-85m-5pok-kuchnia-balkon-bonarka-ID42SzR.html#64ee1b13bb;2019-10-08 15:01:55.280947
Mieszkanie dwupoziomowe, 108m, 5pok, Śródmieście;: Śródmieście;5 pokoi;650 000 zł;107,90 m²;6 024 zł/m²;https://www.otodom.pl/oferta/mieszkanie-dwupoziomowe-108m-5pok-srodmiescie-ID42Pgt.html#64ee1b13bb;2019-10-08 15:01:55.280947
INWESTYCJA - kawalerka 32m2, Prądnik Czerwony;: Prądnik Czerwony;1 pokój;255 000 zł;31,70 m²;8 044 zł/m²;https://www.otodom.pl/oferta/inwestycja-kawalerka-32m2-pradnik-czerwony-ID42UTa.html#64ee1b13bb;2019-10-08 15:01:55.280947
Mieszkanie, 50 m², Kraków;: Mistrzejowice;3 pokoje;389 000 zł;50 m²;7 780 zł/m²;https://www.otodom.pl/oferta/mieszkanie-50-m-krakow-ID42USZ.html#64ee1b13bb;2019-10-08 15:01:55.280947
Gotowiec inwestycyjny 4 pokoje (Ruczaj);: Dębniki, Ruczaj;4 pokoje;530 000 zł;62 m²;8 548 zł/m²;https://www.otodom.pl/oferta/gotowiec-inwestycyjny-4-pokoje-ruczaj-ID42USG.html#64ee1b13bb;2019-10-08 15:01:55.280947
Okazja Prokocim 3 pokojowe 55m2 6364 zł / m2;: Bieżanów-Prokocim;3 pokoje;350 000 zł;55 m²;6 364 zł/m²;https://www.otodom.pl/oferta/okazja-prokocim-3-pokojowe-55m2-6364-zl-m2-ID42USe.html#64ee1b13bb;2019-10-08 15:01:55.280947
Dwupoziomowe, 4 Pokoje, Balkon, Blok 2006R.;: Prądnik Biały, Azory;4 pokoje;628 000 zł;85,70 m²;7 328 zł/m²;https://www.otodom.pl/oferta/dwupoziomowe-4-pokoje-balkon-blok-2006r-ID42US3.html#64ee1b13bb;2019-10-08 15:01:55.280947
3 pokojowy apartament w centrum miasta;: Grzegórzki;3 pokoje;599 100 zł;58 m²;10 329 zł/m²;https://www.otodom.pl/oferta/3-pokojowy-apartament-w-centrum-miasta-ID42URM.html#64ee1b13bb;2019-10-08 15:01:55.280947
0% prowizji - od dewelopera!;: Grzegórzki;2 pokoje;530 625 zł;42,45 m²;12 500 zł/m²;https://www.otodom.pl/oferta/0-prowizji-od-dewelopera-ID42URL.html#64ee1b13bb;2019-10-08 15:01:55.280947
Duże przestronne mieszkanie;: Podgórze Duchackie;6 pokoi;674 000 zł;84,25 m²;8 000 zł/m²;https://www.otodom.pl/oferta/duze-przestronne-mieszkanie-ID42UQz.html#64ee1b13bb;2019-10-08 15:01:55.280947
Dwupokojowe mieszkanie, osiedle Oświecenia;: Mistrzejowice;2 pokoje;335 000 zł;37 m²;9 054 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-osiedle-oswiecenia-ID41uld.html#42a0ee2526;2019-10-08 15:01:56.204896
AZORY, 3 pokoje, kuchnia, 44 m2;: Prądnik Biały, Azory;3 pokoje;312 000 zł;44 m²;7 091 zł/m²;https://www.otodom.pl/oferta/azory-3-pokoje-kuchnia-44-m2-ID42HKe.html#42a0ee2526;2019-10-08 15:01:56.204896
APARTAMENT Dębniki Praska, 57m2, 2009r.;: Dębniki;2 pokoje;570 000 zł;57 m²;10 000 zł/m²;https://www.otodom.pl/oferta/apartament-debniki-praska-57m2-2009r-ID42Jt6.html#42a0ee2526;2019-10-08 15:01:56.204896
Sądowa, 47m2;: Grzegórzki;2 pokoje;380 000 zł;47 m²;8 085 zł/m²;https://www.otodom.pl/oferta/sadowa-47m2-ID42QBN.html#42a0ee2526;2019-10-08 15:01:56.204896
3pokoje/46m2/Łagiewniki-Borek Fałęcki/ul.Odrzańska;: Łagiewniki-Borek Fałęcki, Łagiewniki;3 pokoje;379 000 zł;46,20 m²;8 203 zł/m²;https://www.otodom.pl/oferta/3pokoje-46m2-lagiewniki-borek-falecki-ul-odrzanska-ID42LWU.html#42a0ee2526;2019-10-08 15:01:56.204896
3 pokojowe mieszkanie do wejścia/ ul. Cystersów;: Grzegórzki;3 pokoje;830 000 zł;75 m²;11 067 zł/m²;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-do-wejscia-ul-cystersow-ID42QR9.html#42a0ee2526;2019-10-08 15:01:56.204896
Bezpośrednio Kraków ul.Bobrzyńskiego 68 m , 3 pok;: Dębniki, Ruczaj;3 pokoje;510 000 zł;68 m²;7 500 zł/m²;https://www.otodom.pl/oferta/bezposrednio-krakow-ul-bobrzynskiego-68-m-3-pok-ID42JRA.html#42a0ee2526;2019-10-08 15:01:56.204896
Kraków – Łagiewniki – ul. Wadowicka – ok 97 m2;: Podgórze;3 pokoje;595 000 zł;97 m²;6 134 zł/m²;https://www.otodom.pl/oferta/krakow-lagiewniki-ul-wadowicka-ok-97-m2-ID42UPz.html#42a0ee2526;2019-10-08 15:01:56.204896
Czyżyny - 3 pokoje wykończone z wyposażeniem;: Nowa Huta, Czyżyny;3 pokoje;485 000 zł;59 m²;8 220 zł/m²;https://www.otodom.pl/oferta/czyzyny-3-pokoje-wykonczone-z-wyposazeniem-ID42UPo.html#42a0ee2526;2019-10-08 15:01:56.204896
Stara Krowodrza|3 pok w zadbanej kamienicy z windą;: Krowodrza;3 pokoje;790 000 zł;78,10 m²;10 115 zł/m²;https://www.otodom.pl/oferta/stara-krowodrza-3-pok-w-zadbanej-kamienicy-z-winda-ID42UMG.html#42a0ee2526;2019-10-08 15:01:56.204896
Borek, Żywiecka, 3 pokoje, 58 m2, nowoczesne;: Łagiewniki-Borek Fałęcki;3 pokoje;429 000 zł;58 m²;7 397 zł/m²;https://www.otodom.pl/oferta/borek-zywiecka-3-pokoje-58-m2-nowoczesne-ID42Lsb.html#42a0ee2526;2019-10-08 15:01:56.204896
Stare Miasto, przyjemnie wykończony apartament;: Stare Miasto, Kleparz;3 pokoje;845 000 zł;96 m²;8 802 zł/m²;https://www.otodom.pl/oferta/stare-miasto-przyjemnie-wykonczony-apartament-ID42UL3.html#42a0ee2526;2019-10-08 15:01:56.204896
Trzy pokoje, 96,30m2, balkon, Rynek Dębnicki / ENG;: Dębniki;3 pokoje;960 000 zł;96,30 m²;9 969 zł/m²;https://www.otodom.pl/oferta/trzy-pokoje-96-30m2-balkon-rynek-debnicki-eng-ID42UKY.html#42a0ee2526;2019-10-08 15:01:56.204896
Mieszkanie, 27,28 m², Kraków;: Krowodrza;1 pokój;259 000 zł;27,28 m²;9 494 zł/m²;https://www.otodom.pl/oferta/mieszkanie-27-28-m-krakow-ID42UKW.html#42a0ee2526;2019-10-08 15:01:56.204896
