opis;dzielnica;pokoje;cena;metraz;cena_za_metr;link;data
Ładne, po remoncie 1-pok. Bieżanów;: Bieżanów-Prokocim, Bieżanów;1 pokój;264 780 zł;35,20 m²;7 522 zł/m²;https://www.otodom.pl/oferta/ladne-po-remoncie-1-pok-biezanow-ID42UKy.html#42a0ee2526;2019-10-08 15:01:56.204896
Piękny apartament, 3 oddzielne pokoje;: Dębniki, Kliny-Zacisze;3 pokoje;699 000 zł;84,50 m²;8 272 zł/m²;https://www.otodom.pl/oferta/piekny-apartament-3-oddzielne-pokoje-ID42UJO.html#42a0ee2526;2019-10-08 15:01:56.204896
Przestronne 3-pok., pierwsze piętro w niskim bloku;: Bieżanów-Prokocim;3 pokoje;459 000 zł;59,70 m²;7 688 zł/m²;https://www.otodom.pl/oferta/przestronne-3-pok-pierwsze-pietro-w-niskim-bloku-ID42UJA.html#42a0ee2526;2019-10-08 15:01:56.204896
5 pokoi- 64m2, Krowodrza. Pod inwestycję!;: Krowodrza, Krowodrza Górka;5 pokoi;544 000 zł;64 m²;8 500 zł/m²;https://www.otodom.pl/oferta/5-pokoi-64m2-krowodrza-pod-inwestycje-ID42UJh.html#42a0ee2526;2019-10-08 15:01:56.204896
Kurdwanów - 2 pokoje idealnie wykończone;: Podgórze Duchackie, Kurdwanów;2 pokoje;339 000 zł;37 m²;9 162 zł/m²;https://www.otodom.pl/oferta/kurdwanow-2-pokoje-idealnie-wykonczone-ID42UIL.html#42a0ee2526;2019-10-08 15:01:56.204896
Park Wodny, Multikino, CAPGEMINI;: Prądnik Czerwony;2 pokoje;485 000 zł;62,45 m²;7 766 zł/m²;https://www.otodom.pl/oferta/park-wodny-multikino-capgemini-ID42OY7.html#42a0ee2526;2019-10-08 15:01:56.204896
Atrakcyjne-do wejścia 3 pokojowe os Dywizjonu 303;: Nowa Huta, Czyżyny;3 pokoje;464 000 zł;50,10 m²;9 261 zł/m²;https://www.otodom.pl/oferta/atrakcyjne-do-wejscia-3-pokojowe-os-dywizjonu-303-ID42UHZ.html#42a0ee2526;2019-10-08 15:01:56.204896
Kawalerka, 1 pokój, 34 m2, Bajeczna, Grzegórzki;: Grzegórzki;1 pokój;380 800 zł;34 m²;11 200 zł/m²;https://www.otodom.pl/oferta/kawalerka-1-pokoj-34-m2-bajeczna-grzegorzki-ID42UHF.html#42a0ee2526;2019-10-08 15:01:56.204896
os.Mozarta ul.Siewna, 3 pokoje, jasna kuchnia;: Prądnik Biały;3 pokoje;675 000 zł;75,03 m²;8 996 zł/m²;https://www.otodom.pl/oferta/os-mozarta-ul-siewna-3-pokoje-jasna-kuchnia-ID42UFD.html#42a0ee2526;2019-10-08 15:01:56.204896
0% prowizji - od dewelopera!;: Grzegórzki;2 pokoje;692 820 zł;51,32 m²;13 500 zł/m²;https://www.otodom.pl/oferta/0-prowizji-od-dewelopera-ID42UGm.html#42a0ee2526;2019-10-08 15:01:56.204896
4 pokoje, Balkon, gotowe 2020!!! Prądnik Czerwony;: Prądnik Czerwony;4 pokoje;616 308 zł;70,84 m²;8 700 zł/m²;https://www.otodom.pl/oferta/4-pokoje-balkon-gotowe-2020-pradnik-czerwony-ID42UGj.html#42a0ee2526;2019-10-08 15:01:56.204896
0% prowizji - od dewelopera!;: Grzegórzki;3 pokoje;861 380 zł;66,26 m²;13 000 zł/m²;https://www.otodom.pl/oferta/0-prowizji-od-dewelopera-ID42UGg.html#42a0ee2526;2019-10-08 15:01:56.204896
W nowej kameralnej inwestycji-dwupoziomowe 100m2!;: Prądnik Biały, Górka Narodowa;4 pokoje;670 000 zł;100 m²;6 700 zł/m²;https://www.otodom.pl/oferta/w-nowej-kameralnej-inwestycji-dwupoziomowe-100m2-ID42UG0.html#42a0ee2526;2019-10-08 15:01:56.204896
Zabłocie, 28,15 m2, balkon, 7 piętro;: Podgórze;1 pokój;419 000 zł;28,15 m²;14 885 zł/m²;https://www.otodom.pl/oferta/zablocie-28-15-m2-balkon-7-pietro-ID42UFY.html#42a0ee2526;2019-10-08 15:01:56.204896
Zabłocie, 33,34 m2, ekspozycja zachodnia!;: Podgórze;2 pokoje;499 000 zł;33,34 m²;14 967 zł/m²;https://www.otodom.pl/oferta/zablocie-33-34-m2-ekspozycja-zachodnia-ID42UFX.html#42a0ee2526;2019-10-08 15:01:56.204896
44,07m2), Kraków ul. Bronowicka.;: Bronowice, Bronowice Małe;3 pokoje;379 000 zł;44,07 m²;8 600 zł/m²;https://www.otodom.pl/oferta/44-07m2-krakow-ul-bronowicka-ID42LiZ.html#42a0ee2526;2019-10-08 15:01:56.204896
3 pokojowe, 55m2, os.Oświecenia;: Mistrzejowice;3 pokoje;390 000 zł;55 m²;7 091 zł/m²;https://www.otodom.pl/oferta/3-pokojowe-55m2-os-oswiecenia-ID42STF.html#42a0ee2526;2019-10-08 15:01:56.204896
Dwupokojowe mieszkanie, osiedle Oświecenia;: Mistrzejowice;2 pokoje;335 000 zł;37 m²;9 054 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-osiedle-oswiecenia-ID41uld.html#fcb55571cc;2019-10-08 15:01:57.091970
RUCZAJ Piltza 2 pokoje osobna kuchnia GOTOWE;: Dębniki, Ruczaj;2 pokoje;405 000 zł;49,48 m²;8 185 zł/m²;https://www.otodom.pl/oferta/ruczaj-piltza-2-pokoje-osobna-kuchnia-gotowe-ID42PqV.html#fcb55571cc;2019-10-08 15:01:57.091970
GŁOWACKIEGO Bronowice 2 pokoje balkon bez PCC 2%;: Bronowice;2 pokoje;349 000 zł;33,43 m²;10 440 zł/m²;https://www.otodom.pl/oferta/glowackiego-bronowice-2-pokoje-balkon-bez-pcc-2-ID42LUn.html#fcb55571cc;2019-10-08 15:01:57.091970
2 pok (salon 23m2), osobna kuchnia. Zieleń.;: Nowa Huta;2 pokoje;315 000 zł;46,99 m²;6 704 zł/m²;https://www.otodom.pl/oferta/2-pok-salon-23m2-osobna-kuchnia-zielen-ID42W65.html#fcb55571cc;2019-10-08 15:01:57.091970
 - bez prowizji;: Krowodrza;2 pokoje;499 000 zł;39 m²;12 795 zł/m²;https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-bez-prowizji-ID42WWZ.html#fcb55571cc;2019-10-08 15:01:57.091970
OKAZJA! 2 pokoje z balkonem CZYŻYNY inwestycyjnie;: Nowa Huta, Czyżyny;2 pokoje;275 000 zł;34,91 m²;7 877 zł/m²;https://www.otodom.pl/oferta/okazja-2-pokoje-z-balkonem-czyzyny-inwestycyjnie-ID42UVl.html#fcb55571cc;2019-10-08 15:01:57.091970
Wola Duchacka - Nowe, umeblowane mieszkanie;: Podgórze Duchackie, Wola Duchacka;3 pokoje;500 000 zł;49,60 m²;10 081 zł/m²;https://www.otodom.pl/oferta/wola-duchacka-nowe-umeblowane-mieszkanie-ID42Kft.html#fcb55571cc;2019-10-08 15:01:57.091970
Apartament - Ariańska - 6 % zwrotu z inwestycji;: Grzegórzki;2 pokoje;399 000 zł;24,50 m²;16 286 zł/m²;https://www.otodom.pl/oferta/apartament-arianska-6-zwrotu-z-inwestycji-ID42UEX.html#fcb55571cc;2019-10-08 15:01:57.091970
Mieszkanie 52m2, ul. Barska przy Rynku Dębnickim;: Dębniki, Stare Dębniki;3 pokoje;479 000 zł;52 m²;9 212 zł/m²;https://www.otodom.pl/oferta/mieszkanie-52m2-ul-barska-przy-rynku-debnickim-ID42UEo.html#fcb55571cc;2019-10-08 15:01:57.091970
2pokoje z jasną kuchnią , do wejścia Polecam !;: Dębniki, Ruczaj;2 pokoje;449 000 zł;50,59 m²;8 875 zł/m²;https://www.otodom.pl/oferta/2pokoje-z-jasna-kuchnia-do-wejscia-polecam-ID42UE8.html#fcb55571cc;2019-10-08 15:01:57.091970
Nowe! 3pok.+osobna kuchnia 2balkony G.Bronowice 0%;: Bronowice;3 pokoje;384 475 zł;45,50 m²;8 450 zł/m²;https://www.otodom.pl/oferta/nowe-3pok-osobna-kuchnia-2balkony-g-bronowice-0-ID42UE6.html#fcb55571cc;2019-10-08 15:01:57.091970
Mieszkanie 3 pokojowe dla Rodziny z dużą kuchnią!;: Prądnik Biały;3 pokoje;520 000 zł;58 m²;8 966 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-dla-rodziny-z-duza-kuchnia-ID42UDO.html#fcb55571cc;2019-10-08 15:01:57.091970
BEZPOŚREDNIO Gotowe do wejścia 2-pok. mieszkanie!;: Bieńczyce;2 pokoje;329 000 zł;36,60 m²;8 989 zł/m²;https://www.otodom.pl/oferta/bezposrednio-gotowe-do-wejscia-2-pok-mieszkanie-ID42TA4.html#fcb55571cc;2019-10-08 15:01:57.091970
2 pokojowe mieszkanie na Borkowskiej Kliny;: Swoszowice;2 pokoje;390 000 zł;51,58 m²;7 561 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-na-borkowskiej-kliny-ID42TzQ.html#fcb55571cc;2019-10-08 15:01:57.091970
Piękne, z kominkiem w wysokim standardzie.;: Podgórze Duchackie, Piaski Wielkie;2 pokoje;365 000 zł;45 m²;8 111 zł/m²;https://www.otodom.pl/oferta/piekne-z-kominkiem-w-wysokim-standardzie-ID42QpY.html#fcb55571cc;2019-10-08 15:01:57.091970
Mieszkanie dwupoziomowe z ogromnym tarasem !!/ ENG;: Łagiewniki-Borek Fałęcki;4 pokoje;660 000 zł;87 m²;7 586 zł/m²;https://www.otodom.pl/oferta/mieszkanie-dwupoziomowe-z-ogromnym-tarasem-eng-ID42UCt.html#fcb55571cc;2019-10-08 15:01:57.091970
3 pok.Bronowice ok 45m2;: Bronowice, Bronowice Małe;3 pokoje;395 000 zł;45 m²;8 778 zł/m²;https://www.otodom.pl/oferta/3-pok-bronowice-ok-45m2-ID42Lw3.html#fcb55571cc;2019-10-08 15:01:57.091970
Mieszkanie, 17 m², Kraków;: Krowodrza, Łobzów;1 pokój;230 000 zł;17 m²;13 529 zł/m²;https://www.otodom.pl/oferta/mieszkanie-17-m-krakow-ID42Sbf.html#fcb55571cc;2019-10-08 15:01:57.091970
Eng|Mistrzejowice|Os. Kombatantów|4pok. + balkon;: Mistrzejowice;4 pokoje;449 000 zł;62 m²;7 242 zł/m²;https://www.otodom.pl/oferta/eng-mistrzejowice-os-kombatantow-4pok-balkon-ID42UBX.html#fcb55571cc;2019-10-08 15:01:57.091970
Wiślane Tarasy, 2 Pokoje, Balkon;: Grzegórzki;2 pokoje;435 000 zł;31,79 m²;13 684 zł/m²;https://www.otodom.pl/oferta/wislane-tarasy-2-pokoje-balkon-ID42UBe.html#fcb55571cc;2019-10-08 15:01:57.091970
Piękne i nowoczesne 2 pokojowe z widokiem Łużycka;: Podgórze Duchackie, Piaski Wielkie;2 pokoje;365 000 zł;45 m²;8 111 zł/m²;https://www.otodom.pl/oferta/piekne-i-nowoczesne-2-pokojowe-z-widokiem-luzycka-ID42UBd.html#fcb55571cc;2019-10-08 15:01:57.091970
Jednopokojowe myślenicka;: Swoszowice;1 pokój;230 000 zł;36,50 m²;6 301 zł/m²;https://www.otodom.pl/oferta/jednopokojowe-myslenicka-ID42UBb.html#fcb55571cc;2019-10-08 15:01:57.091970
3pokojowy apartament na Woli Justowskiej !!!;: Zwierzyniec;3 pokoje;1 100 000 zł;84,27 m²;13 053 zł/m²;https://www.otodom.pl/oferta/3pokojowy-apartament-na-woli-justowskiej-ID42UBa.html#fcb55571cc;2019-10-08 15:01:57.091970
Krowodrza - 2 Pokoje - Jasna Kuchnia - Balkon;: Krowodrza;2 pokoje;475 000 zł;54 m²;8 796 zł/m²;https://www.otodom.pl/oferta/krowodrza-2-pokoje-jasna-kuchnia-balkon-ID42UB7.html#fcb55571cc;2019-10-08 15:01:57.091970
3 pokoje, Balkon, gotowe 2020!!! Prądnik Czerwony;: Prądnik Czerwony;3 pokoje;490 000 zł;57,92 m²;8 460 zł/m²;https://www.otodom.pl/oferta/3-pokoje-balkon-gotowe-2020-pradnik-czerwony-ID42UAZ.html#fcb55571cc;2019-10-08 15:01:57.091970
Zabłocie, 44,07 m2, tarasy 34,10 m2, trójstronne!;: Podgórze;3 pokoje;650 000 zł;44,07 m²;14 749 zł/m²;https://www.otodom.pl/oferta/zablocie-44-07-m2-tarasy-34-10-m2-trojstronne-ID42UAS.html#fcb55571cc;2019-10-08 15:01:57.091970
DOSKONAŁA LOKALIZACJA ok. ul. Rydla 2 pokoje;: Bronowice, Bronowice Małe;2 pokoje;413 000 zł;47 m²;8 787 zł/m²;https://www.otodom.pl/oferta/doskonala-lokalizacja-ok-ul-rydla-2-pokoje-ID42JgH.html#fcb55571cc;2019-10-08 15:01:57.091970
dwa pokoje + jasna kuchnia;: Mistrzejowice;2 pokoje;322 624 zł;45,44 m²;7 100 zł/m²;https://www.otodom.pl/oferta/dwa-pokoje-jasna-kuchnia-ID42Uzm.html#fcb55571cc;2019-10-08 15:01:57.091970
2-pokoje, Balkon, gotowe 2020!!! Prądnik Czerwony;: Prądnik Czerwony;2 pokoje;394 496 zł;42,88 m²;9 200 zł/m²;https://www.otodom.pl/oferta/2-pokoje-balkon-gotowe-2020-pradnik-czerwony-ID42Uzb.html#fcb55571cc;2019-10-08 15:01:57.091970
Małe jednopokojowe Czyżyny dla ciebie lub inwest.;: Nowa Huta, Czyżyny;1 pokój;259 800 zł;26 m²;9 992 zł/m²;https://www.otodom.pl/oferta/male-jednopokojowe-czyzyny-dla-ciebie-lub-inwest-ID42UyA.html#fcb55571cc;2019-10-08 15:01:57.091970
Mieszkania gotowe do odbioru - nie czekaj;: Swoszowice, Opatkowice;5 pokoi;354 311 zł;82,59 m²;4 290 zł/m²;https://www.otodom.pl/oferta/mieszkania-gotowe-do-odbioru-nie-czekaj-ID42Uy6.html#fcb55571cc;2019-10-08 15:01:57.091970
Dwupokojowe mieszkanie, osiedle Oświecenia;: Mistrzejowice;2 pokoje;335 000 zł;37 m²;9 054 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-osiedle-oswiecenia-ID41uld.html#94d2aec8eb;2019-10-08 15:01:57.985666
Mieszkanie 3pok. z balkonem-oddane do uzytkowania;: małopolskie;3 pokoje;310 000 zł;52 m²;5 962 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3pok-z-balkonem-oddane-do-uzytkowania-ID42TKg.html#94d2aec8eb;2019-10-08 15:01:57.985666
Mieszkanie, 32 m², Kraków;: Stare Miasto;1 pokój;378 000 zł;32 m²;11 813 zł/m²;https://www.otodom.pl/oferta/mieszkanie-32-m-krakow-ID42UKp.html#94d2aec8eb;2019-10-08 15:01:57.985666
Piekne, przy Centrum,k.Rydla. Po remoncie;: małopolskie;2 pokoje;275 000 zł;27,20 m²;10 110 zł/m²;https://www.otodom.pl/oferta/piekne-przy-centrum-k-rydla-po-remoncie-ID42PbS.html#94d2aec8eb;2019-10-08 15:01:57.985666
Kawalerka, bezpośrednio, po remoncie,ul.Witkowicka;: Prądnik Biały;1 pokój;199 900 zł;21,31 m²;9 381 zł/m²;https://www.otodom.pl/oferta/kawalerka-bezposrednio-po-remoncie-ul-witkowicka-ID42KXa.html#94d2aec8eb;2019-10-08 15:01:57.985666
Okazja! jasne, mieszkanie Słowackiego - Centrum ✔;: Śródmieście;2 pokoje;477 000 zł;53,29 m²;8 951 zł/m²;https://www.otodom.pl/oferta/okazja-jasne-mieszkanie-slowackiego-centrum-ID42RnT.html#94d2aec8eb;2019-10-08 15:01:57.985666
Ładne, duże i ustawne mieszkanie*super lokalizacja;: Grzegórzki, Olsza;5 pokoi;799 000 zł;83 m²;9 627 zł/m²;https://www.otodom.pl/oferta/ladne-duze-i-ustawne-mieszkaniesuper-lokalizacja-ID42Kah.html#94d2aec8eb;2019-10-08 15:01:57.985666
3 pokoje - Bobrzyńskiego, Ruczaj.;: Dębniki;3 pokoje;497 000 zł;66 m²;7 530 zł/m²;https://www.otodom.pl/oferta/3-pokoje-bobrzynskiego-ruczaj-ID42UxX.html#94d2aec8eb;2019-10-08 15:01:57.985666
Nowa Inwestycja Borek Fałęcki;: Łagiewniki-Borek Fałęcki;4 pokoje;585 000 zł;100 m²;5 850 zł/m²;https://www.otodom.pl/oferta/nowa-inwestycja-borek-falecki-ID42UxS.html#94d2aec8eb;2019-10-08 15:01:57.986689
3pokoje,89m2,3piętro, Królewska;: Stare Miasto;3 pokoje;750 000 zł;90 m²;8 333 zł/m²;https://www.otodom.pl/oferta/3pokoje-89m2-3pietro-krolewska-ID42UxB.html#94d2aec8eb;2019-10-08 15:01:57.986689
Słoneczne nowoczesne mieszkanie przy ul.Tynieckiej;: Dębniki;2 pokoje;565 000 zł;57 m²;9 912 zł/m²;https://www.otodom.pl/oferta/sloneczne-nowoczesne-mieszkanie-przy-ul-tynieckiej-ID42Uxv.html#94d2aec8eb;2019-10-08 15:01:57.986689
Ruczaj, 3-pokoje, 1 piętro;: Dębniki, Ruczaj;3 pokoje;438 996 zł;55,30 m²;7 938 zł/m²;https://www.otodom.pl/oferta/ruczaj-3-pokoje-1-pietro-ID42Uxb.html#94d2aec8eb;2019-10-08 15:01:57.986689
5 Pokoi, bliźniak, 0% prowizji i Pcc, Zielonki;: małopolskie;5 pokoi;798 147 zł;126,69 m²;6 300 zł/m²;https://www.otodom.pl/oferta/5-pokoi-blizniak-0-prowizji-i-pcc-zielonki-ID42UvE.html#94d2aec8eb;2019-10-08 15:01:57.986689
Na sprzedaż 3 pokoje ul. Przemiarki Ruczaj;: Dębniki, Ruczaj;3 pokoje;640 000 zł;61,30 m²;10 440 zł/m²;https://www.otodom.pl/oferta/na-sprzedaz-3-pokoje-ul-przemiarki-ruczaj-ID42Uwg.html#94d2aec8eb;2019-10-08 15:01:57.986689
2-pokojowe z miejscem postojowym Bronowice;: Bronowice;2 pokoje;349 000 zł;36,40 m²;9 588 zł/m²;https://www.otodom.pl/oferta/2-pokojowe-z-miejscem-postojowym-bronowice-ID42Uw4.html#94d2aec8eb;2019-10-08 15:01:57.986689
0% prowizji i PCC, cena dewelopera, os. zamknięte;: Podgórze, Stare Podgórze;1 pokój;404 822 zł;37 m²;10 941 zł/m²;https://www.otodom.pl/oferta/0-prowizji-i-pcc-cena-dewelopera-os-zamkniete-ID42UuX.html#94d2aec8eb;2019-10-08 15:01:57.986689
47m2_Strusia3pok_po_generalnym_remoncie_do_wejścia;: Bieńczyce;3 pokoje;380 000 zł;47 m²;8 085 zł/m²;https://www.otodom.pl/oferta/47m2-strusia3pok-po-generalnym-remoncie-do-wejscia-ID42Uuh.html#94d2aec8eb;2019-10-08 15:01:57.987667
3-pokojowe mieszkanie 63 m2, os. Oświecenia Kraków;: Nowa Huta, Czyżyny;3 pokoje;570 000 zł;63,37 m²;8 995 zł/m²;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-63-m2-os-oswiecenia-krakow-ID42SSt.html#94d2aec8eb;2019-10-08 15:01:57.987667
bezpośrednio, RYNEK Dębnicki, ul. Barska 3-pokoje;: Dębniki;3 pokoje;469 000 zł;52 m²;9 019 zł/m²;https://www.otodom.pl/oferta/bezposrednio-rynek-debnicki-ul-barska-3-pokoje-ID42UtA.html#94d2aec8eb;2019-10-08 15:01:57.988669
0% prowizji i PCC, cena dewelopera, os. zamknięte;: Prądnik Biały;5 pokoi;798 147 zł;127 m²;6 285 zł/m²;https://www.otodom.pl/oferta/0-prowizji-i-pcc-cena-dewelopera-os-zamkniete-ID42Utx.html#94d2aec8eb;2019-10-08 15:01:57.988669
2 pokoje 37m2, ul.Łukasiewicza/Osiedle Oficerskie;: Grzegórzki;2 pokoje;355 000 zł;37,03 m²;9 587 zł/m²;https://www.otodom.pl/oferta/2-pokoje-37m2-ul-lukasiewicza-osiedle-oficerskie-ID42Utv.html#94d2aec8eb;2019-10-08 15:01:57.988669
Mieszkanie 3 pokojowe przy ul Kwartowej;: Prądnik Czerwony;3 pokoje;385 000 zł;52,17 m²;7 380 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-przy-ul-kwartowej-ID42Utu.html#94d2aec8eb;2019-10-08 15:01:57.988669
Mieszkania Kraków Nowa Huta Promocja Cenowa !!!;: Nowa Huta;3 pokoje;330 000 zł;47,34 m²;6 971 zł/m²;https://www.otodom.pl/oferta/mieszkania-krakow-nowa-huta-promocja-cenowa-ID42Uts.html#94d2aec8eb;2019-10-08 15:01:57.988669
Sprzedam mieszkanie 86mkw do remontu;: Podgórze;5 pokoi;490 000 zł;86 m²;5 698 zł/m²;https://www.otodom.pl/oferta/sprzedam-mieszkanie-86mkw-do-remontu-ID42Tgr.html#94d2aec8eb;2019-10-08 15:01:57.988669
3 pokoje, zielona część Bronowic Gotowe;: Prądnik Biały, Bronowice Wielkie;3 pokoje;396 000 zł;57 m²;6 947 zł/m²;https://www.otodom.pl/oferta/3-pokoje-zielona-czesc-bronowic-gotowe-ID42Us2.html#94d2aec8eb;2019-10-08 15:01:57.988669
Mieszkanie z Garażem, zielona część Krakowa Gotowe;: Bieżanów-Prokocim;2 pokoje;223 500 zł;34 m²;6 574 zł/m²;https://www.otodom.pl/oferta/mieszkanie-z-garazem-zielona-czesc-krakowa-gotowe-ID42Us0.html#94d2aec8eb;2019-10-08 15:01:57.988669
3 pokoje, zielona część Bronowic;: Prądnik Biały, Bronowice Wielkie;3 pokoje;387 000 zł;46 m²;8 413 zł/m²;https://www.otodom.pl/oferta/3-pokoje-zielona-czesc-bronowic-ID42Us1.html#94d2aec8eb;2019-10-08 15:01:57.989672
Odbiór Wrzesień 2pok z Tarasem i garażem w cenie;: Bieżanów-Prokocim;2 pokoje;245 718 zł;37,40 m²;6 570 zł/m²;https://www.otodom.pl/oferta/odbior-wrzesien-2pok-z-tarasem-i-garazem-w-cenie-ID42UrZ.html#94d2aec8eb;2019-10-08 15:01:57.989672
2 poziomowe mieszkanie, odbiór 2019r Skotniki;: Dębniki;5 pokoi;488 000 zł;99,90 m²;4 885 zł/m²;https://www.otodom.pl/oferta/2-poziomowe-mieszkanie-odbior-2019r-skotniki-ID42UrY.html#94d2aec8eb;2019-10-08 15:01:57.989672
Odbiór Wrzesień 2 pok z Tarasem i garażem w cenie;: Bieżanów-Prokocim;2 pokoje;301 000 zł;47 m²;6 404 zł/m²;https://www.otodom.pl/oferta/odbior-wrzesien-2-pok-z-tarasem-i-garazem-w-cenie-ID42UrX.html#94d2aec8eb;2019-10-08 15:01:57.989672
3 i 4 pok. mieszkanie w zielonej części Bronowic;: Prądnik Biały, Bronowice Wielkie;4 pokoje;455 000 zł;66 m²;6 894 zł/m²;https://www.otodom.pl/oferta/3-i-4-pok-mieszkanie-w-zielonej-czesci-bronowic-ID42UrW.html#94d2aec8eb;2019-10-08 15:01:57.989672
Dwupokojowe mieszkanie, osiedle Oświecenia;: Mistrzejowice;2 pokoje;335 000 zł;37 m²;9 054 zł/m²;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-osiedle-oswiecenia-ID41uld.html#69ecb4757d;2019-10-08 15:01:58.919833
Os.Na Stoku/ W Wysokim Standardzie Z Tarasem;: Nowa Huta;3 pokoje;540 000 zł;68 m²;7 941 zł/m²;https://www.otodom.pl/oferta/os-na-stoku-w-wysokim-standardzie-z-tarasem-ID42RmG.html#69ecb4757d;2019-10-08 15:01:58.919833
Śliczne/ 2poziomowe /Prądnik Czerw. /Nuszkiewicza;: Prądnik Czerwony;3 pokoje;485 000 zł;59 m²;8 220 zł/m²;https://www.otodom.pl/oferta/sliczne-2poziomowe-pradnik-czerw-nuszkiewicza-ID42SK9.html#69ecb4757d;2019-10-08 15:01:58.919833
Piękne po generalnym remoncie z wyposażeniem Huta;: Bieńczyce;2 pokoje;329 000 zł;36,60 m²;8 989 zł/m²;https://www.otodom.pl/oferta/piekne-po-generalnym-remoncie-z-wyposazeniem-huta-ID42ULy.html#69ecb4757d;2019-10-08 15:01:58.919833
3 pokojowe mieszkanie do wejścia/ ul. Cystersów;: Grzegórzki;3 pokoje;830 000 zł;75 m²;11 067 zł/m²;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-do-wejscia-ul-cystersow-ID42QR9.html#69ecb4757d;2019-10-08 15:01:58.920833
Trzy pokojowe nowe mieszkanie na Klinach;: Dębniki, Kliny-Zacisze;3 pokoje;269 000 zł;45,59 m²;5 900 zł/m²;https://www.otodom.pl/oferta/trzy-pokojowe-nowe-mieszkanie-na-klinach-ID42OVf.html#69ecb4757d;2019-10-08 15:01:58.920833
Kraków – Nowa Huta – os. Szkolne – 52 m2;: Nowa Huta;2 pokoje;340 000 zł;52 m²;6 538 zł/m²;https://www.otodom.pl/oferta/krakow-nowa-huta-os-szkolne-52-m2-ID42Lxj.html#69ecb4757d;2019-10-08 15:01:58.920833
Ostatnie takie mieszkanie/oddanie IQ 2020;: Prądnik Biały;2 pokoje;300 000 zł;36,80 m²;8 152 zł/m²;https://www.otodom.pl/oferta/ostatnie-takie-mieszkanie-oddanie-iq-2020-ID42UqE.html#69ecb4757d;2019-10-08 15:01:58.920833
3 pokojowe mieszkanie Osiedle Oficerskie;: Prądnik Czerwony;3 pokoje;520 000 zł;53 m²;9 811 zł/m²;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-osiedle-oficerskie-ID42Uo1.html#69ecb4757d;2019-10-08 15:01:58.920833
Kawalerka, bezpośrednio, po remoncie,ul.Witkowicka;: Prądnik Biały;1 pokój;199 900 zł;21,31 m²;9 381 zł/m²;https://www.otodom.pl/oferta/kawalerka-bezposrednio-po-remoncie-ul-witkowicka-ID42KXa.html#69ecb4757d;2019-10-08 15:01:58.920833
2 pokoje w Centrum Starej Huty do wejścia;: Nowa Huta;2 pokoje;337 000 zł;44 m²;7 659 zł/m²;https://www.otodom.pl/oferta/2-pokoje-w-centrum-starej-huty-do-wejscia-ID42UmV.html#69ecb4757d;2019-10-08 15:01:58.920833
Apartament 3 pokoje/ garderoba/balkon / 2 łazienki;: Grzegórzki;3 pokoje;514 000 zł;62 m²;8 290 zł/m²;https://www.otodom.pl/oferta/apartament-3-pokoje-garderoba-balkon-2-lazienki-ID42TlJ.html#69ecb4757d;2019-10-08 15:01:58.921870
Do Inwestycji Jasne Ciche Ustawne Krowodrza/Łobzów;: Krowodrza, Łobzów;2 pokoje;559 000 zł;57 m²;9 807 zł/m²;https://www.otodom.pl/oferta/do-inwestycji-jasne-ciche-ustawne-krowodrza-lobzow-ID42UlI.html#69ecb4757d;2019-10-08 15:01:58.921870
Piękny Apartament Mitkowskiego + miejsce postojowe;: Dębniki;2 pokoje;569 000 zł;43,77 m²;13 000 zł/m²;https://www.otodom.pl/oferta/piekny-apartament-mitkowskiego-miejsce-postojowe-ID42Uks.html#69ecb4757d;2019-10-08 15:01:58.921870
3 pokoje/budynek z 2019/ balkon/miejsce postojowe;: Nowa Huta, Czyżyny;3 pokoje;419 000 zł;60 m²;6 983 zł/m²;https://www.otodom.pl/oferta/3-pokoje-budynek-z-2019-balkon-miejsce-postojowe-ID42Ujl.html#69ecb4757d;2019-10-08 15:01:58.921870
Mieszkanie 3 pokojowe do sprzedania;: Wzgórza Krzesławickie;3 pokoje;340 000 zł;53,50 m²;6 355 zł/m²;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-do-sprzedania-ID42Uii.html#69ecb4757d;2019-10-08 15:01:58.921870
Nowe mieszkanie 38m2, miejsce garażowe, Prądnik B;: Prądnik Biały, Azory;1 pokój;430 000 zł;38 m²;11 316 zł/m²;https://www.otodom.pl/oferta/nowe-mieszkanie-38m2-miejsce-garazowe-pradnik-b-ID42UhF.html#69ecb4757d;2019-10-08 15:01:58.921870
